"filename","mentions","full.filename.txt","ObjectID","Name","File.Size","File.Size.in.Bytes","Num.PDFPages","COUNTRY","YEAR","EVENTTYPE","INTERNALEVENTNUM","INTERNALSYSNUM","SOURCE","TRANSLATOR","PUBLISHER","no.text","not.in.chronology","duplicated","language","not.available.in.english","txt.size","has.mention","year.has.mention","earliest.dem","latest.dem","latest.dem.not.amendment","last.constitution.in.force","first.constitution.in.force","mentions.only.in.amendment","has.gaps","gap.years","democracy.event"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Mozambique_2007EnglishPrivate_11967.txt","Mozambican people were given back their fundamental rights and freedoms.  /The  Constitution  of  1990  introduced  the  democratic  rule  of  law,  based  on  the /separation  and  interdependence  of  powers  and  on  pluralism.  It  laid  down  the /structural  parameters  for  modernisation,  making  a  decisive  contribution  to  the /beginning  of  a  democratic  climate  that  led  the  country  to  its  first  multiparty /elections.  /This Constitution reaffirms, develops and deepens  the fundamental principles of /the Mozambican State, and enshrines the sovereign nature of the democratic rule /of  law,  based  on  pluralism  of  expression  and  partisan  organisation  and  on /The  extensive  participation  of  citizens  in  making  this  basic  law  conveys  the /consensus  to  strengthen  democracy  and  national  unity,  which  flows  from  the /collective wisdom of the people.  //The Republic of Mozambique  is an  independent,  sovereign, democratic State of /social justice.  //Democratic Rule of Law  //The  Republic  of Mozambique  is  a  State  governed  by  the  rule  of  law,  based  on /pluralism of expression and democratic political organisation and on  the  respect /for and guarantee of fundamental human rights and freedoms.  /before the law; /f)  the  strengthening  of  democracy,  freedom,  social  stability  and  social  and /individual harmony; //National Liberation, Defence of Sovereignty and Democracy  //made by  those who gave  their  lives  to  the national  liberation  struggle and  to  the /defence of the country’s sovereignty and democracy.  /2. The State shall ensure the special protection of those who were disabled in the /2. The Republic of Mozambique shall seek to strengthen relations with countries /engaged  in  the  consolidation of  their national  independence, democracy  and  the /recovery  of  the  use  and  control  of  their  natural  wealth  for  their  respective /1.  The  Republic  of  Mozambique  shall  support  and  be  in  solidarity  with  the /struggles of peoples for their national liberation and for democracy.  //2.  The Republic  of Mozambique  shall  grant  asylum  to  foreigners  persecuted  on /the  grounds  of  their  struggle  for  national  liberation,  for  democracy,  for  peace /and for the protection of human rights.  /ballot,  through  referenda  on  major  national  issues,  and  through  the  permanent /democratic participation of citizens in the affairs of the nation.  //the  formation  and  manifestation  of  the  will  of  the  people  and  shall  be /fundamental instruments of democratic participation by citizens in the governing /of the country.  /2.  The  internal  structure  and  the  operation  of  political  parties  shall  be /democratic.  ///1. In deep respect for national unity and democratic values, political parties shall /be bound by the principles enshrined in the Constitution and in the law.  /1.  Social  organisations,  as  associations  with  their  own  interests  and  affinities, /play  an  important  role  in  promoting  democracy  and  in  the  participation  of /citizens in public affairs.  /2. Professional associations and trade unions shall be governed by the principles /of democratic organisation and management, based on the active participation of /their  members  in  all  of  their  activities,  and  on  the  periodic  election  of  their /1.  Access  to  public  institutions  of  higher  education  shall  guarantee  equal  and /equitable opportunities and the democratisation of education, taking into account /the  requirements  in  terms  of  qualified  staff  and  the  raising  of  educational  and /in  the  national  liberation  struggle  and  in  the  defence  of  sovereignty  and /democracy.  //bican  people,  played  a  decisive  role  in  the  national  liberation  struggle  and  the /struggle for democracy, and they constitute a force for the renewal of society.  /2.  State  policy  shall  be  directed  particularly  towards  ensuring  the  harmonious //1. Provincial assemblies shall be democratically representative bodies elected by /universal,  direct  suffrage  and  by  secret  ballot,  in  accordance  the  principle  of /defence,  promotion  and  consolidation  of  national  unity,  to  human /rights,  to  democracy  and  to  the  well-being  of  the Mozambican  people, /and I will ensure that justice is done for all citizens.  /be to guarantee law and order, to safeguard the security of persons and property, /to keep public peace and to ensure respect for the democratic rule of law and the /strict observance of the fundamental rights and freedoms of citizens.  /body  for  matters  pertaining  to  national  sovereignty,  territorial  integrity,  the /defence of democratically established authority, and security.  /2.  The  National  Defence  and  Security  Council  shall  be  presided  over  by  the /guaranteeing  the  consolidation  of  national  independence,  the  strengthening  of /democratic political power, and the maintaining of law and order; /e) to pronounce upon overseas peace missions. /citizens  in  solving  the particular problems of  their  community,  to promote  local /development, and to promote the deepening and the consolidation of democracy, /within the framework of unity of the Mozambican State.  /f)  pluralism  of  expression  and  of  political  organisation,  including  political /parties and the right of democratic opposition;  /g) the separation and interdependence of the sovereign public offices;","Mozambique_2007EnglishPrivate_11967.txt",11967,"Mozambique's Constitution of 2004 with Amendments through 2007","265K",265074,71,"Mozambique",2007,"amendment",3963,703,"HeinOnline, World Constitutions Illustrated","Ruchti, Jefri J.","William S. Hein & Co., Inc.",FALSE,TRUE,TRUE,"English",FALSE,173018,TRUE,TRUE,1975,2007,2004,2004,1975,FALSE,FALSE,FALSE,"amendment"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Mozambique_2007PortuguesePrivate_10920.txt",NA,"Mozambique_2007PortuguesePrivate_10920.txt",10920,"2007 Amendment to Mozambique's Constitution of 2004","138K",138329,2,"Mozambique",2007,"amendment",3963,703,"HeinOnline","Not Specified","William S. Hein & Co., Inc.",FALSE,TRUE,TRUE,"Portuguese",FALSE,4468,FALSE,TRUE,1975,2007,2004,2004,1975,FALSE,FALSE,FALSE,NA
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/MyanmarBurma_1947EnglishPrivate_10921.txt",NA,"MyanmarBurma_1947EnglishPrivate_10921.txt",10921,"Myanmar (Burma)'s Constitution of 1947","2M",2923976,46,"Myanmar (Burma)",1947,"new",3405,872,"HeinOnline - Constitutions of Nations","Not Specified","William S. Hein & Co., Inc.",FALSE,TRUE,FALSE,"English",FALSE,157744,FALSE,FALSE,1962,2008,2008,2008,1947,FALSE,FALSE,FALSE,NA
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/MyanmarBurma_1962EnglishPrivate_716.txt","/When the national Party has thus been constituted it shall operate on the principle of democratic/centralism./The Revolutionary Council envisages the reorganisation of the Party in the future on the principle of/democratic centralism. On such reorganisation a new constitution shall be framed on the principle of/democratic centralism. On such reorganisation a new constitution shall be framed on the principle of/democratic centralism./democratic centralism.//Government of the Union of Burma for effective implementation of programmes relating to peasants/and workers, for educating the people in Socialist Democracy, for implementing the Socialist Economy/Plan and for carrying out other needed tasks.//(f) to elect or be elected according to intra-party democracy at the time when the present Cadre Party/has transformed itself into the Party of the entire nation and is constituted on the principle of/has transformed itself into the Party of the entire nation and is constituted on the principle of/democratic centralism. (this right shall not be exercised during the transitional period of Party/construction)","MyanmarBurma_1962EnglishPrivate_716.txt",716,"Myanmar (Burma)'s Constitution of 1962","471K",471370,10,"Myanmar (Burma)",1962,"new",164,873,"Constitutions of the Countries of the World","Official","Oceana Publications, Inc.",FALSE,FALSE,FALSE,"English",FALSE,21217,TRUE,TRUE,1962,2008,2008,2008,1947,FALSE,FALSE,FALSE,"new"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/MyanmarBurma_1974EnglishPrivate_717.txt","liberation against imperialism an intense patriotism, spirit of mutual help and sacrifice/and have aspired to Democracy and Socialism.//capitalists had increased and consolidated due to the defects in the old Constitution and/the ill-effects of capitalistic parliamentary democracy. The cause of Socialism came/under near eclipse.//— build a socialist democratic social order which will afford an opportunity to the people/to shape their own destiny, by the Burmese Way to Socialism,/— efficiently perform all duties and fulfil all obligations in the interest of the State and/for the cause of Socialism while enjoying the democratic rights and personal rights and/freedom bestowed by this Constitution,//Socialist democracy is the basis of the State structure.//The Organs of State Power at different levels shall function in accordance with socialist/democratic practices which include mutual reporting, mutally offering, accepting and/respecting of advice and wishes, collective leadership, collective decision making,","MyanmarBurma_1974EnglishPrivate_717.txt",717,"Myanmar (Burma)'s Constitution of 1974","89K",89977,43,"Myanmar (Burma)",1974,"new",165,874,"Constitutions of the Countries of the World","Official","Oceana Publications, Inc.",FALSE,FALSE,FALSE,"English",FALSE,73669,TRUE,TRUE,1962,2008,2008,2008,1947,FALSE,FALSE,FALSE,"new"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/MyanmarBurma_1981EnglishPrivate_718.txt","liberation against imperialism an intense patriotism, spirit of mutual help and sacrifice/and have aspired to Democracy and Socialism.//capitalists had increased and consolidated due to the defects in the old Constitution and/the ill-effects of capitalistic parliamentary democracy. The cause of Socialism came/under near eclipse.//— build a socialist democratic social order which will afford an opportunity to the people/to shape their own destiny, by the Burmese Way to Socialism,/— efficiently perform all duties and fulfil all obligations in the interest of the State and/for the cause of Socialism while enjoying the democratic rights and personal rights and/freedom bestowed by this Constitution,//Socialist democracy is the basis of the State structure.//The Organs of State Power at different levels shall function in accordance with socialist/democratic practices which include mutual reporting, mutally offering, accepting and/","MyanmarBurma_1981EnglishPrivate_718.txt",718,"Myanmar (Burma)'s Constitution of 1974 with Amendments through 1981","95K",95513,45,"Myanmar (Burma)",1981,"amendment",166,874,"Constitutions of the Countries of the World","Official","Oceana Publications, Inc.",FALSE,FALSE,FALSE,"English",FALSE,76974,TRUE,TRUE,1962,2008,2008,2008,1947,FALSE,FALSE,FALSE,"amendment"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/MyanmarBurma_2008_10568.txt","attaining /Parliamentary  Democracy /System  was  practised  in  the  State  in  accord  with  the /Constitution  of  the  Union  of  Myanmar.  However,  as /democratic  system  could not be effectively materialized, /the  new  Constitution  of  the  Socialist  Republic  of  the /system,  and  after  holding  a  National  Referendum,  a /socialist  democratic  State  was  set  up  in  1974.  The /Constitution  came  to  an  end  because  of  the  general /Development  Council  made  efforts  to  adopt  multi-party /democratic  system  and  market  economy  in  accord  with /the National situation. / /(d) flourishing of a genuine, disciplined multi-party democratic /system; / /7. The Union practises genuine, disciplined multi-party democratic /system. /political parties for flourishing of a genuine, disciplined multi-party /democratic system. / /(a) accept and practise a genuine and discipline-flourishing /multi-party democratic system; /","MyanmarBurma_2008_10568.txt",10568,"Myanmar (Burma)'s Constitution of 2008 ","798K",798637,174,"Myanmar (Burma)",2008,"new",3695,982,"http://www.burmalibrary.org/docs5/Myanmar_Constitution-2008-en.pdf","Not Specified","Printing & Publishing Enterprise, Ministry of Information",FALSE,TRUE,TRUE,"English",FALSE,285845,TRUE,TRUE,1962,2008,2008,2008,1947,FALSE,FALSE,FALSE,"new"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/MyanmarBurma_2008EnglishPrivate_10567.txt","was adopted by the Constitutent Assembly on 24th September 1947. After attaining/independence, Parliamentary Democracy System was practised in the State in accord/independence, Parliamentary Democracy System was practised in the State in accord/with the Constitution of the Union of Myanmar. However, as democratic system could not/with the Constitution of the Union of Myanmar. However, as democratic system could not/be effectively materialized, the new Constitution of the Socialist Republic of the Union of/Myanmar was drafted based on the single party system, and after holding a National/Referendum, a socialist democratic State was set up in 1974. The Constitution came to an/end because of the general situation occurred in 1988./Later, due to public aspirations, the State Peace and Development Council made/efforts to adopt multi-party democratic system and market economy in accord with the/National situation./perpetuation of sovereignty;/flourishing of a genuine, disciplined multi-party democratic system;/enhancing the eternal principles of Justice, Liberty and Equality in the Union//The Union practises genuine, disciplined multi-party democratic system.///flourishing of a genuine, disciplined multi-party democratic system.//accept and practise a genuine and discipline-flourishing multi-party/democratic system;/abide by and respect this Constitution and the existing laws;","MyanmarBurma_2008EnglishPrivate_10567.txt",10567,"Myanmar (Burma)'s Constitution of  2008","518K",518982,213,"Myanmar (Burma)",2008,"new",3695,982,"http://www.burmalibrary.org/docs5/Myanmar_Constitution-2008-en.pdf","Not Specified","Printing & Publishing Enterprise, Ministry of Information",FALSE,TRUE,TRUE,"English",FALSE,267935,TRUE,TRUE,1962,2008,2008,2008,1947,FALSE,FALSE,FALSE,"new"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Namibia_1990EnglishPrivate_719.txt","/Whereas the said rights are most effectively maintained and protected in a democratic/society, where the government is responsible to freely elected representatives of the/committed to these principles, have resolved to constitute the Republic of Namibia as a/sovereign, secular, democratic and unitary State securing to all our citizens justice,/liberty, equality and fraternity,//(1) The Republic of Namibia is hereby established as a sovereign, secular, democratic/(1) The Republic of Namibia is hereby established as a sovereign, secular, democratic/and unitary State founded upon the principles of democracy, the rule of law and justice/and unitary State founded upon the principles of democracy, the rule of law and justice/for all./(2) All power shall vest in the people of Namibia who shall exercise their sovereignty/through the democratic institutions of the State.//shall be no interference with this right except such as is in accordance with the law and is/necessary in a democratic society in the interest of national security or for public safety.//or Tribunal may exclude the press and/or the public from all or any part of the trial for/reasons of morals, the public order or national security, as is necessary in a democratic/society./correspondence or communications save as in accordance with law and as is necessary in/a democratic society in the interests of national security, public safety or the economic/well-being of the country, for the protection of health or morals, for the prevention of/right to form and join political parties and; subject to such qualifications prescribed by/law as are necessary in a democratic society to participate in the conduct of public affairs,/whether directly or through freely chosen representatives./grounds of infirmity or on such grounds of public interest or morality as are necessary in/a democratic society.//exercise of the rights and freedoms conferred by the said Sub-Article, which are/necessary in a democratic society and are required in the interests of the sovereignty and/integrity of Namibia, national security, public order, decency or morality, or in relation to/may have been entered into prior to Independence by administrations within Namibia in/which the majority of the Namibian people have historically not enjoyed democratic/representation and participation;/conduct by such official which would properly be regarded as unlawful, oppressive or/unfair in a democratic society;/","Namibia_1990EnglishPrivate_719.txt",719,"Namibia's Constitution of 1990","172K",172038,75,"Namibia",1990,"new",698,722,"Constitutions of the Countries of the World","Official","Oceana Publications, Inc.",FALSE,FALSE,FALSE,"English",FALSE,159231,TRUE,TRUE,1990,2010,1990,1990,1990,FALSE,FALSE,FALSE,"new"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Namibia_1998_8460.txt","Whereas the said rights are most effectively maintained and /protected in a democratic society, where the government is /responsible to freely elected representatives of the people, /constitute the Republic of Namibia as a sovereign, /secular, democratic and unitary State securing to all our /citizens justice, liberty, equality and fraternity, /(1) The Republic of Namibia is hereby established as a /sovereign, secular, democratic and unitary State founded /sovereign, secular, democratic and unitary State founded /upon the principles of democracy, the rule of law and justice /upon the principles of democracy, the rule of law and justice /for all. /(2) All power shall vest in the people of Namibia who shall /exercise their sovereignty through the democratic institutions /of the State. /shall be no interference with this right except such as is in /accordance with the law and is necessary in a democratic /society in the interest of national security or for public safety. /of morals, the public order or national security, as is /necessary in a democratic society. / /save as in accordance with law and as is necessary in a /democratic society in the interests of national security, public //qualifications prescribed by law as are necessary in a /democratic society to participate in the conduct of public /affairs, whether directly or through freely chosen /of infirmity or on such grounds of public interest or morality /as are necessary in a democratic society. //exercise of the rights and freedoms conferred by the said Sub-/Article, which are necessary in a democratic society and are /required in the interests of the sovereignty and integrity of /within Namibia in which the majority of the Namibian /people have historically not enjoyed democratic /representation and participation; /by such official which would properly be regarded as unlawful, /oppressive or unfair in a democratic society; /","Namibia_1998_8460.txt",8460,"Namibia's Constitution of 1990 with Amendments through 1998","428K",428595,98,"Namibia",1998,"amendment",699,722,"Government of the Republic of Namibia","Not Specified","Government of the Republic of Namibia",FALSE,FALSE,TRUE,"English",FALSE,168625,TRUE,TRUE,1990,2010,1990,1990,1990,FALSE,FALSE,FALSE,"amendment"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Namibia_1998EnglishPrivate_720.txt","/Whereas the said rights are most effectively maintained and protected in a democratic/society, where the government is responsible to freely elected representatives of the/committed to these principles, have resolved to constitute the Republic of Namibia as a/sovereign, secular, democratic and unitary State securing to all our citizens justice,/liberty, equality and fraternity,//(1) The Republic of Namibia is hereby established as a sovereign, secular, democratic/(1) The Republic of Namibia is hereby established as a sovereign, secular, democratic/and unitary State founded upon the principles of democracy, the rule of law and justice/and unitary State founded upon the principles of democracy, the rule of law and justice/for all./(2) All power shall vest in the people of Namibia who shall exercise their sovereignty/through the democratic institutions of the State.//shall be no interference with this right except such as is in accordance with the law and is/necessary in a democratic society in the interest of national security or for public safety.//or Tribunal may exclude the press and/or the public from all or any part of the trial for/reasons of morals, the public order or national security, as is necessary in a democratic/society./correspondence or communications save as in accordance with law and as is necessary in/a democratic society in the interests of national security, public safety or the economic/well-being of the country, for the protection of health or morals, for the prevention of/right to form and join political parties and; subject to such qualifications prescribed by/law as are necessary in a democratic society to participate in the conduct of public affairs,/whether directly or through freely chosen representatives./grounds of infirmity or on such grounds of public interest or morality as are necessary in/a democratic society.//exercise of the rights and freedoms conferred by the said Sub-Article, which are/necessary in a democratic society and are required in the interests of the sovereignty and/integrity of Namibia, national security, public order, decency or morality, or in relation to/may have been entered into prior to Independence by administrations within Namibia in/which the majority of the Namibian people have historically not enjoyed democratic/representation and participation;/conduct by such official which would properly be regarded as unlawful, oppressive or/unfair in a democratic society;/","Namibia_1998EnglishPrivate_720.txt",720,"Namibia's Constitution of 1990 with Amendments through 1998","175K",175099,78,"Namibia",1998,"amendment",699,722,"Constitutions of the Countries of the World","Official","Oceana Publications, Inc.",FALSE,FALSE,TRUE,"English",FALSE,160312,TRUE,TRUE,1990,2010,1990,1990,1990,FALSE,FALSE,FALSE,"amendment"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Namibia_2010EnglishPrivate_11968.txt","by	such	official	which	would	properly	be	regarded	as	unlawful,	/oppressive	or	unfair	in	a	democratic	society;/the	 duty	 to	 investigate	 complaints	 concerning	 the	 functioning","Namibia_2010EnglishPrivate_11968.txt",11968,"2010 Amendment to Namibia's Constitution of 1990","159K",159823,9,"Namibia",2010,"amendment",3964,722,"HeinOnline - Government Gazette","Not Specified","William S. Hein & Co., Inc.",FALSE,TRUE,FALSE,"English",FALSE,19535,TRUE,TRUE,1990,2010,1990,1990,1990,FALSE,FALSE,FALSE,"amendment"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Nauru_1968EnglishPrivate_721.txt",NA,"Nauru_1968EnglishPrivate_721.txt",721,"Nauru's Constitution of 1968","95K",95515,41,"Nauru",1968,"new",700,949,"Constitutions of the Countries of the World","Official","Oceana Publications, Inc.",FALSE,FALSE,FALSE,"English",FALSE,84682,FALSE,FALSE,NA,NA,NA,1968,1968,FALSE,NA,FALSE,NA
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Nepal_1948EnglishPrivate_722.txt","able  to  decide  the  matter.  Different  forms  of  government  prevailed  in/the world  at  different periods,  sometimes  democracy,  sometimes  kingship/","Nepal_1948EnglishPrivate_722.txt",722,"Nepal's Constitution of 1948","1M",1201748,19,"Nepal",1948,"new",701,884,"HeinOnline - Constitutions of Nations","U.S. Department of State","William S. Hein & Co., Inc.",FALSE,FALSE,FALSE,"English",FALSE,67496,TRUE,TRUE,1948,2011,2006,2006,1948,FALSE,TRUE,FALSE,"new"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Nepal_1951EnglishPrivate_10922.txt","720 /provisions  of  a  democratic  constitution  framed  by  a  constituent/assembly  elected  by  them://Nepal  is  now  following  the  path  of democracy.  It  is  necessary/that  the  Judicial  Courts  shall  have  the  highest  tradition  of  im-","Nepal_1951EnglishPrivate_10922.txt",10922,"Nepal's Constitution of 1951","496K",496745,12,"Nepal",1951,"interim",702,885,"HeinOnline - British and Foreign State Papers","Not Specified","William S. Hein & Co., Inc.",FALSE,FALSE,FALSE,"English",FALSE,27711,TRUE,TRUE,1948,2011,2006,2006,1948,FALSE,TRUE,FALSE,"interim"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Nepal_1959EnglishPrivate_723.txt","subjects, earned immortal fame in the history of the world/and was firmly resolved to establish real democracy in Nepal/by giving fundamental rights to the people :","Nepal_1959EnglishPrivate_723.txt",723,"Nepal's Constitution of 1959","1M",1775219,55,"Nepal",1959,"new",703,886,"Constitution of the Kingdom of Nepal, The","Not Specified","Nepal Trading Corporation",FALSE,FALSE,FALSE,"English",FALSE,77505,TRUE,TRUE,1948,2011,2006,2006,1948,FALSE,TRUE,FALSE,"new"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Nepal_1962EnglishPrivate_724.txt",NA,"Nepal_1962EnglishPrivate_724.txt",724,"Nepal's Constitution of 1962","1M",1498864,29,"Nepal",1962,"new",705,887,"Constitutions of Nations","Ministry of Foreign Affairs","Martinus Nijhoff",FALSE,FALSE,FALSE,"English",FALSE,71246,FALSE,FALSE,1948,2011,2006,2006,1948,FALSE,TRUE,TRUE,NA
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Nepal_1967EnglishPrivate_725.txt","arrangement is possible only through the partyless/democratic Panchayat System rooted in the life of/the people in general and in keeping with the/fare of the people by setting up a society/which is democratic, just, dynamic and free/from exploitation by bringing about harmony in/arrangement is possible only through the partyless/democratic Panchayat System rooted in the life of/the people in general and in keeping with the/fare of the people by setting up a society/which is democratic, just, dynamic and free/from exploitation by bringing about harmony in","Nepal_1967EnglishPrivate_725.txt",725,"Nepal's Constitution of 1962 with Amendments through 1967","9M",9950859,75,"Nepal",1967,"amendment",1183,887,"Constitutions of the Countries of the World","Not Specified","Oceana Publications, Inc.",FALSE,FALSE,FALSE,"English",FALSE,204510,TRUE,TRUE,1948,2011,2006,2006,1948,FALSE,TRUE,FALSE,"amendment"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Nepal_1975EnglishPrivate_11806.txt","*AND  WHEREAS  we  are  firmly  convinced  that  such arrangement  is /possible  only  through  the  partyless  democratic  Panchayat  System  rooted /in  the  life  of  the  people  in  general,  and  in  keeping with  the national  genius /(2)  No  discussion  shall  take  place  in  the  Na t ional  Panchayat  against /the  principles  underlying  the  partyless  democ ra t ic  Panchayat  system. /(3)  No  discussion  shall  t ake  p lace  in /just,  dynamic  and  exploita(cid:173)/the  people  by  creating  a  democratic, /about  harmony  among //of  Partyless  Democra t ic  Panchayat  System; /","Nepal_1975EnglishPrivate_11806.txt",11806,"Nepal's Constitution of 1962 with Amendments through 1975","2M",2176112,45,"Nepal",1975,"amendment",2661,887,"HeinOnline","Not Specified","William S. Hein & Co., Inc.",FALSE,FALSE,FALSE,"English",FALSE,122742,TRUE,TRUE,1948,2011,2006,2006,1948,FALSE,TRUE,FALSE,"amendment"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Nepal_1978EnglishPrivate_726.txt","*AND WHEREAS we are firmly convinced that such arrangement is/possible only through the partyless democratic Panchayat System rooted/in the life of the people in general, and in keeping with the national genius/19. Aims and Objectives- (1) The aim of the Panchayat System shall be to/promote the welfare of the people by setting up a society which is demo-/cratic, just, dynamic and free from exploitation by bringing about har-/(2) No discussion shall take place in the National Panchayat against/the principles underlying the partyless democratic Panchayat system./(3) No discussion shall take place in the National Panchayat with/the objectives of the Panchayat System to promote the welfare of/the people by creating a democratic, just, dynamic and exploita-/tion- free society, by bringing about harmony among the//of Partyless Democratic Panchayat System;//*AND WHEREAS we are firmly convinced that such arrangement is/possible only through the partyless democratic Panchayat System rooted/in the life of the people in general, and in keeping with the national genius/19. Aims and Objectives- (1) The aim of the Panchayat System shall be to/promote the welfare of the people by setting up a society which is demo-/cratic, just, dynamic and free from exploitation by bringing about har-/(2) No discussion shall take place in the National Panchayat against/the principles underlying the partyless democratic Panchayat system./(3) No discussion shall take place in the National Panchayat with/the objectives of the Panchayat System to promote the welfare of/the people by creating a democratic, just, dynamic and exploita-/tion- free society, by bringing about harmony among the//of Partyless Democratic Panchayat System;/","Nepal_1978EnglishPrivate_726.txt",726,"Nepal 1978","8M",8104081,52,"Nepal",1978,"non-event",NA,887,"Constitutions of the Countries of the World","Not Specified","Oceana Publications, Inc.",FALSE,TRUE,NA,"English",FALSE,223234,TRUE,TRUE,1948,2011,2006,2006,1948,FALSE,TRUE,FALSE,"non-event"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Nepal_1980EnglishPrivate_727.txt","* AND WHEREAS We are firmly convinced that such arrangement is/possible only through the partyless democratic Panchayat system rooted/in the life of the people in general. and in keeping with the national genius/19. Aims and* Objectives- (1) The aim of the Panchayat System shall be to/promote the welfare of the people by setting up a society which is demo-/cratic, just, dynamic and* free from exploitation by bringing about har-/ving national independence, sovereignty and* integrity and* uniting all/the Nepalese in one string through Partyless Democratic Panchayat/System.//Panchayat in Nepal, which shall be the apex of the Partyless Demo-/cratic Panchayat System and* shall function as the national legislature./(2) The composition of the Committee and* its powers required to act/in all matters relating to the promotion of the Partyless Democratic/Panchayat System and* its procedures shall be as provided in the Rules/(2) No discussion shall take place in the National Panchayat against/the principles underlying the Partyless Democratic Panchayat System./(3) No discussion shall take place in the National Panchayat with/jectives of the Panchayat System to promote the welfare of the people/by creating a democratic. just , dynamic and* exploitation-free society,/by bringing about harmony among the various classes, keepin g in view/* AND WHEREAS We are firmly convinced that such arrangement is/possible only through the partyless democratic Panchayat system rooted/in the life of the people in general. and in keeping with the national genius/19. Aims and* Objectives- (1) The aim of the Panchayat System shall be to/promote the welfare of the people by setting up a society which is demo-/cratic, just, dynamic and* free from exploitation by bringing about har-/ving national independence, sovereignty and* integrity and* uniting all/the Nepalese in one string through Partyless Democratic Panchayat/System.//Panchayat in Nepal, which shall be the apex of the Partyless Demo-/cratic Panchayat System and* shall function as the national legislature./(2) The composition of the Committee and* its powers required to act/in all matters relating to the promotion of the Partyless Democratic/Panchayat System and* its procedures shall be as provided in the Rules/(2) No discussion shall take place in the National Panchayat against/the principles underlying the Partyless Democratic Panchayat System./(3) No discussion shall take place in the National Panchayat with/jectives of the Panchayat System to promote the welfare of the people/by creating a democratic. just , dynamic and* exploitation-free society,/by bringing about harmony among the various classes, keepin g in view","Nepal_1980EnglishPrivate_727.txt",727,"Nepal's Constitution of 1962 with Amendments through 1980","8M",8579231,55,"Nepal",1980,"amendment",1514,887,"Constitutions of the Countries of the World","Not Specified","Oceana Publications, Inc.",FALSE,FALSE,FALSE,"English",FALSE,235330,TRUE,TRUE,1948,2011,2006,2006,1948,FALSE,TRUE,FALSE,"amendment"
"C:/Users/Marquez family/Dropbox/Downloading Constitutions/ccp/Nepal_1990EnglishPrivate_728.txt","System of Government, Constitutional Monarchy and the System of Multi Party/Democracy by promoting amongst the people of Nepal the spirit of fraternity and the/bond of unity on the basis of liberty and equality; and also to establish an independent//(1) Nepal is a multiethnic, multilingual, democratic, independent, indivisible, sovereign,/Hindu and Constitutional Monarchical Kingdom./(4) It shall be the chief responsibility of the State to maintain conditions suitable to the/enjoyment of the fruits of democracy through wider participation of the people in the/governance of the country and by way of decentralisation, and to promote general welfare//(a) the constitution and the rules of the political organisation or party must be democratic;/","Nepal_1990EnglishPrivate_728.txt",728,"Nepal's Constitution of 1990","150K",150872,65,"Nepal",1990,"new",706,888,"Constitutions of the Countries of the World","Official","Oceana Publications, Inc.",FALSE,FALSE,FALSE,"English",FALSE,139610,TRUE,TRUE,1948,2011,2006,2006,1948,FALSE,TRUE,FALSE,"new"
